,date,xauusd
825,2016-04-05,1231.5006496702
826,2016-04-06,1221.5326559954
827,2016-04-07,1238.5112336527
828,2016-04-08,1238.4181538173
829,2016-04-09,1237.6237623762
830,2016-04-10,1247.2715933895
831,2016-04-11,1260.135156773
832,2016-04-12,1253.9408447045
833,2016-04-13,1244.4721613926
834,2016-04-14,1230.0177048929
835,2016-04-15,1235.2815623421
836,2016-04-16,1236.0939431397
837,2016-04-17,1236.4760432767
838,2016-04-18,1232.4131001864
839,2016-04-19,1250.0333315557
840,2016-04-20,1245.9449126263
841,2016-04-21,1249.4862447023
842,2016-04-22,1230.8966827694
843,2016-04-23,1230.3906490311
844,2016-04-24,1233.045622688
845,2016-04-25,1236.5622736092
846,2016-04-26,1244.6734817601
847,2016-04-27,1246.7472885015
848,2016-04-28,1265.9085115936
849,2016-04-29,1290.2227288185
850,2016-04-30,1288.6597938144
851,2016-05-01,1295.3367875648
852,2016-05-02,1293.9582638357
853,2016-05-03,1284.3307387419
854,2016-05-04,1281.0693528729
855,2016-05-05,1278.6738135821
856,2016-05-06,1286.3298571907
857,2016-05-07,1285.3470437018
858,2016-05-08,1284.1091492777
859,2016-05-09,1264.234558587
860,2016-05-10,1266.1489835304
861,2016-05-11,1278.5569403582
862,2016-05-12,1264.9172294096
863,2016-05-13,1272.5762679519
864,2016-05-14,1272.2646310433
865,2016-05-15,1269.0355329949
866,2016-05-16,1276.9966678114
867,2016-05-17,1281.2331451824
868,2016-05-18,1261.3119961025
869,2016-05-19,1253.4550555921
870,2016-05-20,1250.8967548651
871,2016-05-21,1250.3907471085
872,2016-05-22,1250.3907471085
873,2016-05-23,1249.4962609888
874,2016-05-24,1229.8468231547
875,2016-05-25,1222.1749787092
876,2016-05-26,1219.5914531111
877,2016-05-27,1213.1111074934
878,2016-05-28,1213.5922330097
879,2016-05-29,1213.5922330097
880,2016-05-30,1206.1572868333
881,2016-05-31,1216.1725082066
882,2016-06-01,1215.1601958796
883,2016-06-02,1207.6751427262
884,2016-06-03,1245.9504698543
885,2016-06-04,1246.8827930175
886,2016-06-05,1247.2715933895
887,2016-06-06,1246.4666914103
888,2016-06-07,1245.71635037
889,2016-06-08,1263.4006014851
890,2016-06-09,1267.7512494273
891,2016-06-10,1276.2956259237
892,2016-06-11,1277.5471095497
893,2016-06-12,1279.1813239527
894,2016-06-13,1282.8579741772
895,2016-06-14,1284.2841607937
896,2016-06-15,1293.9247867287
897,2016-06-16,1280.8954410078
898,2016-06-17,1298.5374911553
899,2016-06-18,1298.7012987013
900,2016-06-19,1285.3470437018
901,2016-06-20,1286.8113518096
902,2016-06-21,1267.6380117568
903,2016-06-22,1264.7845019993
904,2016-06-23,1254.09983369
905,2016-06-24,1321.4818180223
906,2016-06-25,1324.5033112583
907,2016-06-26,1330.2294645826
908,2016-06-27,1327.1020901617
909,2016-06-28,1313.4096538768
910,2016-06-29,1316.6950675189
911,2016-06-30,1320.0997418459
912,2016-07-01,1345.7703692195
913,2016-07-02,1347.7088948787
914,2016-07-03,1338.688085676
915,2016-07-04,1349.8183182927
916,2016-07-05,1354.3212439488
917,2016-07-06,1365.5597575425
918,2016-07-07,1363.2112882955
919,2016-07-08,1367.4589602188
920,2016-07-09,1367.9890560876
921,2016-07-10,1367.9890560876
922,2016-07-11,1352.8205099445
923,2016-07-12,1331.7507937881
924,2016-07-13,1348.3711471642
925,2016-07-14,1333.7885778052
926,2016-07-15,1332.9236799829
927,2016-07-16,1330.6719893546
928,2016-07-17,1330.6719893546
929,2016-07-18,1329.9104555926
930,2016-07-19,1332.2066057946
931,2016-07-20,1314.5432761111
932,2016-07-21,1331.8628494539
933,2016-07-22,1320.1762048421
934,2016-07-23,1319.2612137203
935,2016-07-24,1319.2612137203
936,2016-07-25,1316.1534134265
937,2016-07-26,1318.8740214967
938,2016-07-27,1332.9827242817
939,2016-07-28,1331.6761080353
940,2016-07-29,1342.6320141817
941,2016-07-30,1338.688085676
942,2016-07-31,1338.688085676
943,2016-08-01,1351.8505318401
944,2016-08-02,1365.1454232378
945,2016-08-03,1355.2288622983
946,2016-08-04,1358.1655210666
947,2016-08-05,1334.8086379119
948,2016-08-06,1334.6680013347
949,2016-08-07,1332.0013320013
950,2016-08-08,1333.9217024961
951,2016-08-09,1341.3240163654
952,2016-08-10,1346.019990247
953,2016-08-11,1336.5015122257
954,2016-08-12,1334.1246152489
955,2016-08-13,1333.3333333333
956,2016-08-14,1333.3333333333
957,2016-08-15,1337.8665064907
958,2016-08-16,1346.7362462046
959,2016-08-17,1348.7991335114
960,2016-08-18,1351.3493622961
961,2016-08-19,1344.8332498306
962,2016-08-20,1339.4322146842
963,2016-08-21,1338.7239283515
964,2016-08-22,1337.0155523333
965,2016-08-23,1336.7391004284
966,2016-08-24,1325.2024240444
967,2016-08-25,1320.5517552292
968,2016-08-26,1320.3538218167
969,2016-08-27,1320.105872491
970,2016-08-28,1320.044881526
971,2016-08-29,1322.167082566
972,2016-08-30,1316.7653812575
973,2016-08-31,1315.7934791529
974,2016-09-01,1317.9212148081
975,2016-09-02,1324.768620003
976,2016-09-03,1324.8279379716
977,2016-09-04,1321.597547115
978,2016-09-05,1325.5156331075
979,2016-09-06,1337.5586835537
980,2016-09-07,1335.7550490532
981,2016-09-08,1330.5173166998
982,2016-09-09,1326.126356633
983,2016-09-10,1325.3459152839
984,2016-09-11,1325.6358080744
985,2016-09-12,1326.0580895126
986,2016-09-13,1320.3735159109
987,2016-09-14,1321.9956074042
988,2016-09-15,1318.240441075
989,2016-09-16,1316.2722123443
990,2016-09-17,1319.400464429
991,2016-09-18,1319.6181025211
992,2016-09-19,1317.8315161138
993,2016-09-20,1318.4450639626
994,2016-09-21,1329.7159366467
995,2016-09-22,1330.1186964644
996,2016-09-23,1330.3263837267
997,2016-09-24,1326.9110836883
998,2016-09-25,1327.1047881941
999,2016-09-26,1330.3769325465
1000,2016-09-27,1325.7851918677
1001,2016-09-28,1321.5157568584
1002,2016-09-29,1320.970771448
1003,2016-09-30,1318.8761528938
1004,2016-10-01,1320.4196293582
1005,2016-10-02,1320.4457824962
1006,2016-10-03,1317.0344329898
1007,2016-10-04,1291.5381691645
1008,2016-10-05,1291.005786432
1009,2016-10-06,1275.5165560552
1010,2016-10-07,1276.7238581023
1011,2016-10-08,1287.0923939275
1012,2016-10-09,1292.1065212616
1013,2016-10-10,1280.7463860816
1014,2016-10-11,1275.1340268031
1015,2016-10-12,1275.6489353818
1016,2016-10-13,1277.1419526606
1017,2016-10-14,1273.4592409716
1018,2016-10-15,1285.4957514365
1019,2016-10-16,1285.9338129866
1020,2016-10-17,1276.0224646425
1021,2016-10-18,1282.4500676912
1022,2016-10-19,1285.9508084113
1023,2016-10-20,1284.1617963352
1024,2016-10-21,1284.4976105196
1025,2016-10-22,1293.8200684431
1026,2016-10-23,1293.744744162
1027,2016-10-24,1283.1909704793
1028,2016-10-25,1296.124880542
1029,2016-10-26,1290.8339150195
1030,2016-10-27,1291.579193056
1031,2016-10-28,1297.0256426157
1032,2016-10-29,1307.8477403661
1033,2016-10-30,1308.2926127258
1034,2016-10-31,1297.5308856276
1035,2016-11-01,1302.5197153877
1036,2016-11-02,1308.5891233757
1037,2016-11-03,1311.1931161139
1038,2016-11-04,1311.5968412372
1039,2016-11-05,1315.5557894321
1040,2016-11-06,1309.9635830124
1041,2016-11-07,1299.6379573851
1042,2016-11-08,1294.6303198661
1043,2016-11-09,1297.5918378493
1044,2016-11-10,1287.745755992
1045,2016-11-11,1258.1833250524
1046,2016-11-12,1275.1442506934
1047,2016-11-13,1275.8356723654
1048,2016-11-14,1253.0249051411
1049,2016-11-15,1228.4984563239
1050,2016-11-16,1224.8731687449
1051,2016-11-17,1216.2137550877
1052,2016-11-18,1207.4561925928
1053,2016-11-19,1207.0297412128
1054,2016-11-20,1205.8144372163
1055,2016-11-21,1215.8675627048
1056,2016-11-22,1213.3626042245
1057,2016-11-23,1188.8585383081
1058,2016-11-24,1185.8946594176
1059,2016-11-25,1184.9210305829
1060,2016-11-26,1185.9441894664
1061,2016-11-27,1187.2747888135
1062,2016-11-28,1193.3810041108
1063,2016-11-29,1188.9852381127
1064,2016-11-30,1173.1108863894
1065,2016-12-01,1173.1413492584
1066,2016-12-02,1177.1610495549
1067,2016-12-03,1177.3016246762
1068,2016-12-04,1182.5363038645
1069,2016-12-05,1170.960469587
1070,2016-12-06,1170.7207788282
1071,2016-12-07,1174.8390284716
1072,2016-12-08,1171.5889901707
1073,2016-12-09,1159.7634760019
1074,2016-12-10,1160.7728425586
1075,2016-12-11,1159.568176811
1076,2016-12-12,1162.5580354369
1077,2016-12-13,1159.1032717756
1078,2016-12-14,1142.1634940368
1079,2016-12-15,1127.2060740494
1080,2016-12-16,1134.8281830747
1081,2016-12-17,1135.2477394379
1082,2016-12-18,1136.0538035081
1083,2016-12-19,1138.733719799
1084,2016-12-20,1132.0804570841
1085,2016-12-21,1131.229017196
1086,2016-12-22,1128.6794168936
1087,2016-12-23,1133.6125429856
1088,2016-12-24,1133.8639816768
1089,2016-12-25,1133.8639816768
1090,2016-12-26,1133.5784230677
1091,2016-12-27,1139.0521603063
1092,2016-12-28,1142.3878257855
1093,2016-12-29,1159.5103979331
1094,2016-12-30,1151.9663895261
1095,2016-12-31,1152.219751351
1096,2017-01-01,1151.9874663764
1097,2017-01-02,1150.5096757864
1098,2017-01-03,1157.8242640316
1099,2017-01-04,1164.61001894
1100,2017-01-05,1180.6665253237
1101,2017-01-06,1172.4894272965
1102,2017-01-07,1172.3741749417
1103,2017-01-08,1173.8329166226
1104,2017-01-09,1181.9421221479
1105,2017-01-10,1186.6778817623
1106,2017-01-11,1192.8399082197
1107,2017-01-12,1196.0157760973
1108,2017-01-13,1197.4563795732
1109,2017-01-14,1197.55459352
1110,2017-01-15,1203.4490850778
1111,2017-01-16,1203.1650868097
1112,2017-01-17,1215.6096703382
1113,2017-01-18,1202.6929590641
1114,2017-01-19,1203.9437160474
1115,2017-01-20,1209.7667292939
1116,2017-01-21,1209.8701204426
1117,2017-01-22,1215.3326365426
1118,2017-01-23,1217.1095421939
1119,2017-01-24,1209.0788399922
1120,2017-01-25,1200.5183436948
1121,2017-01-26,1188.2111403118
1122,2017-01-27,1190.9286758112
1123,2017-01-28,1190.7880635405
1124,2017-01-29,1194.422049031
1125,2017-01-30,1196.5166550864
1126,2017-01-31,1211.5298431664
1127,2017-02-01,1209.3435769318
1128,2017-02-02,1215.2701434203
1129,2017-02-03,1220.327470278
1130,2017-02-04,1220.5913765219
1131,2017-02-05,1221.0981335515
1132,2017-02-06,1233.9981222581
1133,2017-02-07,1232.4583920196
1134,2017-02-08,1240.820059414
1135,2017-02-09,1228.0782059171
1136,2017-02-10,1233.6052807122
1137,2017-02-11,1233.403020604
1138,2017-02-12,1230.1863117169
1139,2017-02-13,1225.5920537773
1140,2017-02-14,1228.4410430635
1141,2017-02-15,1232.9495762284
1142,2017-02-16,1238.8355767336
1143,2017-02-17,1234.9275121938
1144,2017-02-18,1234.7813202282
1145,2017-02-19,1236.2467548523
1146,2017-02-20,1237.5704393005
1147,2017-02-21,1235.1234770466
1148,2017-02-22,1237.3507202636
1149,2017-02-23,1249.5612878074
1150,2017-02-24,1257.17979668
1151,2017-02-25,1257.489924362
1152,2017-02-26,1256.1393812257
1153,2017-02-27,1253.0551209298
1154,2017-02-28,1246.6401371499
1155,2017-03-01,1247.6760650434
1156,2017-03-02,1234.9031950899
1157,2017-03-03,1234.4976302047
1158,2017-03-04,1234.6364921508
1159,2017-03-05,1236.1779849063
1160,2017-03-06,1225.6786926001
1161,2017-03-07,1216.1557394806
1162,2017-03-08,1208.3972248695
1163,2017-03-09,1200.4293265366
1164,2017-03-10,1204.6979912231
1165,2017-03-11,1204.8120192047
1166,2017-03-12,1206.1053050542
1167,2017-03-13,1202.5902219637
1168,2017-03-14,1199.7530084071
1169,2017-03-15,1220.0824844073
1170,2017-03-16,1226.7155832153
1171,2017-03-17,1229.2023675817
1172,2017-03-18,1229.6039445695
1173,2017-03-19,1231.3223786686
1174,2017-03-20,1234.125365889
1175,2017-03-21,1245.2909548519
1176,2017-03-22,1247.4600270208
1177,2017-03-23,1245.2980129397
1178,2017-03-24,1244.8092598127
1179,2017-03-25,1245.314504178
1180,2017-03-26,1253.0700215528
1181,2017-03-27,1253.3308666352
1182,2017-03-28,1250.5010437303
1183,2017-03-29,1252.5395532497
1184,2017-03-30,1243.425410236
1185,2017-03-31,1248.7212251626
1186,2017-04-01,1248.7668427428
1187,2017-04-02,1248.384902033
1188,2017-04-03,1254.8677631558
1189,2017-04-04,1255.7794881944
1190,2017-04-05,1257.029017487
1191,2017-04-06,1251.4867326667
1192,2017-04-07,1254.2516862979
1193,2017-04-08,1254.602824111
1194,2017-04-09,1254.996454635
1195,2017-04-10,1255.5127838607
1196,2017-04-11,1275.2432318822
1197,2017-04-12,1286.7559066667
1198,2017-04-13,1287.3196681032
1199,2017-04-14,1285.7298608684
1200,2017-04-15,1285.99996142
1201,2017-04-16,1295.0264509153
1202,2017-04-17,1283.6617424152
1203,2017-04-18,1289.053631537
1204,2017-04-19,1279.0745093192
1205,2017-04-20,1281.0237840908
1206,2017-04-21,1284.2046851041
1207,2017-04-22,1284.30705213
1208,2017-04-23,1274.2099898063
1209,2017-04-24,1276.5832425979
1210,2017-04-25,1263.8337023968
1211,2017-04-26,1267.8237706591
1212,2017-04-27,1264.0749183004
1213,2017-04-28,1267.7317220013
1214,2017-04-29,1267.7725869534
1215,2017-04-30,1270.5027379334
1216,2017-05-01,1256.4349260338
1217,2017-05-02,1256.5508825974
1218,2017-05-03,1238.5056268493
1219,2017-05-04,1228.0939236293
1220,2017-05-05,1227.8404348781
1221,2017-05-06,1227.9656906386
1222,2017-05-07,1234.4688389203
1223,2017-05-08,1226.8464591348
1224,2017-05-09,1222.7939051829
1225,2017-05-10,1218.1948856392
1226,2017-05-11,1225.0148455696
1227,2017-05-12,1228.5447602715
1228,2017-05-13,1228.6521685711
1229,2017-05-14,1229.8911354718
1230,2017-05-15,1231.0826972479
1231,2017-05-16,1241.2236483069
1232,2017-05-17,1259.9375493637
1233,2017-05-18,1247.9439546453
1234,2017-05-19,1255.0825589334
1235,2017-05-20,1255.0988390336
1236,2017-05-21,1257.2791494986
1237,2017-05-22,1262.0032268476
1238,2017-05-23,1251.1396341333
1239,2017-05-24,1257.9674542592
1240,2017-05-25,1255.038851957
1241,2017-05-26,1267.0161111803
1242,2017-05-27,1267.1942418694
1243,2017-05-28,1268.0239525784
1244,2017-05-29,1267.0924233707
1245,2017-05-30,1262.6116607332
1246,2017-05-31,1268.6397212551
1247,2017-06-01,1264.7867322352
1248,2017-06-02,1279.0523787854
1249,2017-06-03,1278.7887313137
1250,2017-06-04,1280.1471896059
1251,2017-06-05,1280.1497467069
1252,2017-06-06,1293.6296820635
1253,2017-06-07,1285.6185211708
1254,2017-06-08,1279.7070111215
1255,2017-06-09,1266.7036981624
1256,2017-06-10,1267.1059300558
1257,2017-06-11,1267.6971933804
1258,2017-06-12,1265.3895965962
1259,2017-06-13,1266.6965514243
1260,2017-06-14,1262.8214763271
1261,2017-06-15,1254.0724673604
1262,2017-06-16,1253.3413016456
1263,2017-06-17,1253.4469791928
1264,2017-06-18,1254.7401638144
1265,2017-06-19,1243.437206296
1266,2017-06-20,1244.3495014467
1267,2017-06-21,1247.8806754756
1268,2017-06-22,1251.0500362292
1269,2017-06-23,1256.5051024635
1270,2017-06-24,1256.5576602896
1271,2017-06-25,1257.6401639963
1272,2017-06-26,1243.6517631871
1273,2017-06-27,1248.7752054188
1274,2017-06-28,1249.5491660022
1275,2017-06-29,1246.1638688398
1276,2017-06-30,1241.6797469761
1277,2017-07-01,1241.9197595643
1278,2017-07-02,1241.973744675
1279,2017-07-03,1222.5684512365
1280,2017-07-04,1225.7903631656
1281,2017-07-05,1226.7272417878
1282,2017-07-06,1223.9753099259
1283,2017-07-07,1213.151406289
1284,2017-07-08,1213.3271858089
1285,2017-07-09,1213.3713523024
1286,2017-07-10,1213.7507490587
1287,2017-07-11,1217.7235103688
1288,2017-07-12,1219.4189045781
1289,2017-07-13,1217.578696354
1290,2017-07-14,1228.663334746
1291,2017-07-15,1228.7050063585
1292,2017-07-16,1231.2617354634
1293,2017-07-17,1233.3454948545
1294,2017-07-18,1242.3291811407
1295,2017-07-19,1240.8328048269
1296,2017-07-20,1244.0165573759
1297,2017-07-21,1254.7031095043
1298,2017-07-22,1254.8547191949
1299,2017-07-23,1256.2814070352
1300,2017-07-24,1253.9071504392
1301,2017-07-25,1247.5002809086
1302,2017-07-26,1260.6667934885
1303,2017-07-27,1259.347114529
1304,2017-07-28,1269.0960137402
1305,2017-07-29,1269.2690913937
1306,2017-07-30,1270.4704552096
1307,2017-07-31,1268.0640924261
1308,2017-08-01,1267.8869238776
1309,2017-08-02,1263.9537065286
1310,2017-08-03,1268.8207081425
1311,2017-08-04,1258.6651998998
1312,2017-08-05,1259.0731962203
1313,2017-08-06,1257.655980783
1314,2017-08-07,1257.6618857047
1315,2017-08-08,1261.6228843566
1316,2017-08-09,1276.1866135318
1317,2017-08-10,1286.562510861
1318,2017-08-11,1288.8925695943
1319,2017-08-12,1288.9338583591
1320,2017-08-13,1288.7760493859
1321,2017-08-14,1279.9965083793
1322,2017-08-15,1272.1799799329
1323,2017-08-16,1283.2086694748
1324,2017-08-17,1288.29307519
1325,2017-08-18,1284.1500724357
1326,2017-08-19,1284.175110118
1327,2017-08-20,1283.5487555995
1328,2017-08-21,1291.458313497
1329,2017-08-22,1283.7761023052
1330,2017-08-23,1290.224833046
1331,2017-08-24,1286.6292289461
1332,2017-08-25,1290.8526135725
1333,2017-08-26,1290.7639386371
1334,2017-08-27,1292.3486498187
1335,2017-08-28,1314.9300122518
1336,2017-08-29,1309.0393672076
1337,2017-08-30,1307.6421565874
1338,2017-08-31,1321.272409004
1339,2017-09-01,1324.6834520285
1340,2017-09-02,1324.7401853312
1341,2017-09-03,1336.549963579
1342,2017-09-04,1333.4775599352
1343,2017-09-05,1340.7802535194
1344,2017-09-06,1333.5347997552
1345,2017-09-07,1349.1454603877
1346,2017-09-08,1346.2809773683
1347,2017-09-09,1346.2664665217
1348,2017-09-10,1338.3835004082
1349,2017-09-11,1326.8671054159
1350,2017-09-12,1331.3923948271
1351,2017-09-13,1322.6442476973
1352,2017-09-14,1332.3313777605
1353,2017-09-15,1320.1066388871
1354,2017-09-16,1320.550405409
1355,2017-09-17,1316.0405603701
1356,2017-09-18,1308.1428061086
1357,2017-09-19,1310.8955832003
1358,2017-09-20,1299.5679540887
1359,2017-09-21,1291.6740669462
1360,2017-09-22,1297.0886904115
1361,2017-09-23,1297.143042449
1362,2017-09-24,1292.0230496912
1363,2017-09-25,1309.1567680704
1364,2017-09-26,1293.5214599103
1365,2017-09-27,1282.6867086413
1366,2017-09-28,1286.9818986165
1367,2017-09-29,1279.4870025952
1368,2017-09-30,1279.6805917243
1369,2017-10-01,1278.4372383199
1370,2017-10-02,1270.8604182148
1371,2017-10-03,1272.1401031946
1372,2017-10-04,1274.0647432589
1373,2017-10-05,1268.6269971374
1374,2017-10-06,1276.3137475053
1375,2017-10-07,1276.8212258761
1376,2017-10-08,1276.8619839882
1377,2017-10-09,1283.6218759366
1378,2017-10-10,1289.161968734
1379,2017-10-11,1292.1100998097
1380,2017-10-12,1293.7246464003
1381,2017-10-13,1304.0218986941
1382,2017-10-14,1303.7979634676
1383,2017-10-15,1304.0700024777
1384,2017-10-16,1294.8070532363
1385,2017-10-17,1285.4212832053
1386,2017-10-18,1280.5297982204
1387,2017-10-19,1289.9705316066
1388,2017-10-20,1280.4815233908
1389,2017-10-21,1280.5572985363
1390,2017-10-22,1275.3068707158
1391,2017-10-23,1282.1576061016
1392,2017-10-24,1275.8810172149
1393,2017-10-25,1278.4131454444
1394,2017-10-26,1267.1518439724
1395,2017-10-27,1273.337698858
1396,2017-10-28,1273.7068691011
1397,2017-10-29,1272.361757895
1398,2017-10-30,1276.7777236541
1399,2017-10-31,1270.627431561
1400,2017-11-01,1274.9284663292
1401,2017-11-02,1276.8464061268
1402,2017-11-03,1270.1334581217
1403,2017-11-04,1270.4704552096
1404,2017-11-05,1270.6399578148
1405,2017-11-06,1280.66692757
1406,2017-11-07,1276.7691356588
1407,2017-11-08,1281.6432513873
1408,2017-11-09,1285.4656625859
1409,2017-11-10,1275.8073444719
1410,2017-11-11,1275.6810542228
1411,2017-11-12,1275.3719303392
1412,2017-11-13,1277.5626317677
1413,2017-11-14,1280.6799323445
1414,2017-11-15,1278.8914004715
1415,2017-11-16,1278.8553543529
1416,2017-11-17,1294.0458170568
1417,2017-11-18,1293.9037723764
1418,2017-11-19,1293.5522886174
1419,2017-11-20,1278.2698351476
1420,2017-11-21,1281.4872984014
1421,2017-11-22,1291.1201008735
1422,2017-11-23,1291.4483110704
1423,2017-11-24,1288.2171053755
1424,2017-11-25,1288.4107453456
1425,2017-11-26,1287.233220915
1426,2017-11-27,1294.7694363016
1427,2017-11-28,1293.6886686905
1428,2017-11-29,1283.7873217631
1429,2017-11-30,1274.9748350246
1430,2017-12-01,1280.3911234109
1431,2017-12-02,1280.4917088162
1432,2017-12-03,1273.9096925419
1433,2017-12-04,1276.6320970764
1434,2017-12-05,1266.1028030638
1435,2017-12-06,1264.0270789308
1436,2017-12-07,1246.7817290309
1437,2017-12-08,1248.1349880116
1438,2017-12-09,1248.3225665512
1439,2017-12-10,1248.5329737558
1440,2017-12-11,1242.3454627944
1441,2017-12-12,1243.5451641906
1442,2017-12-13,1254.6905029104
1443,2017-12-14,1253.1669889105
1444,2017-12-15,1255.0681316775
1445,2017-12-16,1255.0122049937
1446,2017-12-17,1254.3352963681
1447,2017-12-18,1261.2850824723
1448,2017-12-19,1262.0969011781
1449,2017-12-20,1266.0069125766
1450,2017-12-21,1267.0348029657
1451,2017-12-22,1275.2208359663
1452,2017-12-23,1275.526473552
1453,2017-12-24,1275.2418177297
1454,2017-12-25,1274.6160219234
1455,2017-12-26,1282.4911359838
1456,2017-12-27,1287.2361262816
1457,2017-12-28,1294.2024747011
1458,2017-12-29,1302.431670445
1459,2017-12-30,1302.431670445
1460,2017-12-31,1302.4649148514
1461,2018-01-01,1307.0186903673
1462,2018-01-02,1319.8279531883
1463,2018-01-03,1311.5018622742
1464,2018-01-04,1321.6353711678
1465,2018-01-05,1319.589185444
1466,2018-01-06,1319.4788058717
1467,2018-01-07,1319.4265772095
1468,2018-01-08,1318.8003639637
1469,2018-01-09,1311.1955019387
1470,2018-01-10,1317.3951930487
1471,2018-01-11,1322.6608366047
1472,2018-01-12,1337.6528906933
1473,2018-01-13,1337.6528906933
1474,2018-01-14,1337.014580144
1475,2018-01-15,1341.1908900024
1476,2018-01-16,1339.9600956946
1477,2018-01-17,1328.0914684502
1478,2018-01-18,1327.7198995865
1479,2018-01-19,1331.5322508165
1480,2018-01-20,1331.5933846441
1481,2018-01-21,1334.9263454389
1482,2018-01-22,1333.4199720275
1483,2018-01-23,1341.7496252584
1484,2018-01-24,1357.0557377921
1485,2018-01-25,1347.3563627683
1486,2018-01-26,1349.8662240329
1487,2018-01-27,1349.9193423193
1488,2018-01-28,1351.2509205397
1489,2018-01-29,1340.999334485
1490,2018-01-30,1338.4881230463
1491,2018-01-31,1345.2973339895
1492,2018-02-01,1348.293842376
1493,2018-02-02,1333.1125864212
1494,2018-02-03,1333.2089005026
1495,2018-02-04,1333.0311795993
1496,2018-02-05,1339.5255846818
1497,2018-02-06,1324.9438740614
1498,2018-02-07,1318.8540603571
1499,2018-02-08,1321.2255664632
1500,2018-02-09,1316.2865142402
1501,2018-02-10,1316.1598912115
1502,2018-02-11,1316.0925213042
1503,2018-02-12,1322.7250573308
1504,2018-02-13,1330.9734051358
1505,2018-02-14,1352.5956084808
1506,2018-02-15,1353.461371437
1507,2018-02-16,1347.593354098
1508,2018-02-17,1347.5900216713
1509,2018-02-18,1347.9450577594
1510,2018-02-19,1345.8702756036
1511,2018-02-20,1329.7296302925
1512,2018-02-21,1325.6054180259
1513,2018-02-22,1330.676652719
1514,2018-02-23,1329.175049041
1515,2018-02-24,1329.3276260867
1516,2018-02-25,1328.4799532375
1517,2018-02-26,1332.3140994442
1518,2018-02-27,1317.7344283126
1519,2018-02-28,1317.5513416287
1520,2018-03-01,1316.9354129759
1521,2018-03-02,1322.4758693604
1522,2018-03-03,1322.6288571164
1523,2018-03-04,1322.9788191091
1524,2018-03-05,1320.6640826293
1525,2018-03-06,1337.4041105032
1526,2018-03-07,1324.8554470584
1527,2018-03-08,1321.3166687077
1528,2018-03-09,1323.2808509908
1529,2018-03-10,1323.1013495634
1530,2018-03-11,1322.9788191091
1531,2018-03-12,1324.0869704701
1532,2018-03-13,1326.2268567309
1533,2018-03-14,1324.8046010562
1534,2018-03-15,1315.8591529376
1535,2018-03-16,1313.6665062175
1536,2018-03-17,1314.00001314
1537,2018-03-18,1312.7666557269
1538,2018-03-19,1317.0746586887
1539,2018-03-20,1310.5203370878
1540,2018-03-21,1331.8218676272
1541,2018-03-22,1331.5855142962
1542,2018-03-23,1347.2109258671
1543,2018-03-24,1347.4365020548
1544,2018-03-25,1348.0268257338
1545,2018-03-26,1353.0789494197
1546,2018-03-27,1345.1973519001
1547,2018-03-28,1325.8208261545
1548,2018-03-29,1324.6629673219
1549,2018-03-30,1323.103094874
1550,2018-03-31,1322.6550978434
1551,2018-04-01,1326.4622588326
1552,2018-04-02,1341.6489335074
1553,2018-04-03,1333.0269122749
1554,2018-04-04,1333.2621911641
1555,2018-04-05,1329.4969889488
1556,2018-04-06,1333.1440517961
1557,2018-04-07,1333.2711140147
1558,2018-04-08,1332.9689884765
1559,2018-04-09,1336.4542007054
1560,2018-04-10,1341.0876698443
1561,2018-04-11,1353.0289443235
1562,2018-04-12,1337.2209106471
1563,2018-04-13,1345.3886760118
1564,2018-04-14,1345.5780939886
1565,2018-04-15,1343.9956992138
1566,2018-04-16,1347.1605652752
1567,2018-04-17,1346.4023501241
1568,2018-04-18,1350.308932449
1569,2018-04-19,1345.1920196223
1570,2018-04-20,1335.8026028224
1571,2018-04-21,1336.3445630821
1572,2018-04-22,1333.2177877917
1573,2018-04-23,1324.3004219651
1574,2018-04-24,1331.1966490556
1575,2018-04-25,1322.8666730641
1576,2018-04-26,1317.4995455536
1577,2018-04-27,1323.1492600575
1578,2018-04-28,1323.2239027166
1579,2018-04-29,1323.0925966354
1580,2018-04-30,1315.3134285538
1581,2018-05-01,1304.8717750073
1582,2018-05-02,1305.3008438245
1583,2018-05-03,1312.1598018018
1584,2018-05-04,1315.1326396507
1585,2018-05-05,1315.3740923919
1586,2018-05-06,1314.397250281
1587,2018-05-07,1315.1772561484
1588,2018-05-08,1315.4209962882
1589,2018-05-09,1312.4147165437
1590,2018-05-10,1321.0699638501
1591,2018-05-11,1318.4613581246
1592,2018-05-12,1318.8523346983
1593,2018-05-13,1319.7748464112
1594,2018-05-14,1313.432665867
1595,2018-05-15,1298.9320682239
1596,2018-05-16,1291.3269734329
1597,2018-05-17,1289.9820262504
1598,2018-05-18,1292.2604392706
1599,2018-05-19,1292.6409948165
1600,2018-05-20,1291.572489506
1601,2018-05-21,1292.2734312024
1602,2018-05-22,1292.99123611
1603,2018-05-23,1294.4787175585
1604,2018-05-24,1304.7989107954
1605,2018-05-25,1301.0335370209
1606,2018-05-26,1300.9653162647
1607,2018-05-27,1298.7265985701
1608,2018-05-28,1298.1819539449
1609,2018-05-29,1300.7341789751
1610,2018-05-30,1301.9184551488
1611,2018-05-31,1299.312419415
1612,2018-06-01,1293.1587683455
1613,2018-06-02,1293.3682542762
1614,2018-06-03,1293.2595313227
1615,2018-06-04,1291.7195835627
1616,2018-06-05,1296.559605176
